iter	Passed	Remaining
1664	356369	71701
1665	356585	71488
1666	356800	71274
1667	357015	71060
1668	357238	70848
1669	357458	70635
1670	357672	70421
1671	357886	70207
1672	358102	69993
1673	358321	69780
1674	358536	69566
1675	358754	69353
1676	358972	69140
1677	359188	68926
1678	359407	68713
1679	359623	68499
1680	359838	68285
1681	360069	68074
1682	360291	67862
1683	360507	67648
1684	360726	67435
1685	360940	67221
1686	361156	67007
1687	361372	66793
1688	361587	66580
1689	361802	66366
1690	362019	66152
1691	362238	65939
1692	362453	65725
1693	362671	65512
1694	362884	65297
1695	363099	65083
1696	363312	64869
1697	363528	64655
1698	363745	64442
1699	363959	64228
1700	364172	64013
1701	364399	63802
1702	364627	63590
1703	364845	63376
1704	365059	63162
1705	365274	62948
1706	365495	62735
1707	365712	62522
1708	365929	62308
1709	366144	62094
1710	366360	61880
1711	366586	61668
1712	366803	61455
1713	367022	61241
1714	367241	61028
1715	367457	60814
1716	367672	60600
1717	367888	60386
1718	368104	60172
1719	368322	59959
1720	368537	59745
1721	368750	59531
1722	368968	59317
1723	369185	59103
1724	369403	58890
1725	369616	58676
1726	369831	58462
1727	370048	58248
1728	370263	58034
1729	370479	57820
1730	370695	57606
1731	370910	57392
1732	371128	57179
1733	371348	56965
1734	371567	56752
1735	371780	56538
1736	371996	56324
1737	372212	56110
1738	372425	55896
1739	372643	55682
1740	372858	55468
1741	373088	55256
1742	373322	55045
1743	374044	54905
1744	374369	54707
1745	374702	54510
1746	375037	54312
1747	375346	54111
1748	375589	53901
1749	375825	53689
1750	376065	53478
1751	376302	53266
1752	376555	53057
1753	376869	52856
1754	377160	52652
1755	377431	52444
1756	377681	52234
1757	377924	52023
1758	378166	51812
1759	378437	51605
1760	378676	51393
1761	378909	51180
1762	379137	50967
1763	379398	50758
1764	379626	50545
1765	379858	50332
1766	380178	50131
1767	380457	49924
1768	380730	49716
1769	380970	49504
1770	381217	49293
1771	381455	49081
1772	381696	48869
1773	381950	48658
1774	382193	48447
1775	382439	48235
1776	382687	48024
1777	382931	47812
1778	383177	47601
1779	383421	47389
1780	383666	47177
1781	383905	46964
1782	384140	46751
1783	384382	46539
1784	384618	46326
1785	384859	46114
1786	385090	45900
1787	385313	45685
1788	385535	45471
1789	385861	45268
1790	386088	45054
1791	386319	44840
1792	386562	44628
1793	386800	44415
1794	387031	44201
1795	387280	43989
1796	387519	43776
1797	387748	43562
1798	387972	43347
1799	388199	43133
1800	388423	42918
1801	388646	42703
1802	388869	42488
1803	389092	42273
1804	389314	42058
1805	389539	41844
1806	389764	41629
1807	389988	41414
1808	390213	41200
1809	390438	40985
1810	390664	40770
1811	390884	40555
1812	391107	40340
1813	391334	40125
1814	391558	39910
1815	391780	39695
1816	392002	39480
1817	392246	39267
1818	392471	39052
1819	392694	38837
1820	392914	38622
1821	393135	38407
1822	393357	38192
1823	393579	37976
1824	393799	37761
1825	394017	37546
1826	394241	37331
1827	394464	37115
1828	394687	36900
1829	394911	36685
1830	395136	36470
1831	395359	36255
1832	395586	36040
1833	395812	35825
1834	396035	35610
1835	396256	35395
1836	396481	35180
1837	396701	34964
1838	396922	34749
1839	397144	34534
1840	397376	34319
1841	397599	34104
1842	397824	33889
1843	398047	33674
1844	398269	33458
1845	398489	33243
1846	398712	33028
1847	398940	32813
1848	399166	32598
1849	399393	32383
1850	399616	32167
1851	399839	31952
1852	400065	31737
1853	400290	31522
1854	400512	31306
1855	400735	31091
1856	400956	30876
1857	401178	30660
1858	401404	30445
1859	401627	30230
1860	401854	30014
1861	402074	29799
1862	402298	29583
1863	402521	29368
1864	402746	29153
1865	402970	28937
1866	403196	28722
1867	403420	28507
1868	403639	28291
1869	403864	28076
1870	404085	27860
1871	404320	27645
1872	404540	27430
1873	404760	27214
1874	404982	26998
1875	405204	26783
1876	405429	26567
1877	405655	26352
1878	405880	26137
1879	406104	25921
1880	406328	25706
1881	406551	25490
1882	406773	25274
1883	406997	25059
1884	407223	24843
1885	407447	24628
1886	407678	24413
1887	407911	24198
1888	408137	23982
1889	408363	23767
1890	408586	23551
1891	408809	23335
1892	409030	23120
1893	409250	22904
1894	409473	22688
1895	409695	22472
1896	409916	22256
1897	410135	22041
1898	410355	21825
1899	410576	21609
1900	410799	21393
1901	411021	21177
1902	411243	20961
1903	411469	20746
1904	411690	20530
1905	411917	20314
1906	412145	20099
1907	412368	19883
1908	412590	19667
1909	412814	19451
1910	413037	19236
1911	413260	19020
1912	413485	18804
1913	413708	18588
1914	413934	18373
1915	414156	18157
1916	414377	17941
1917	414597	17725
1918	414823	17509
1919	415045	17293
1920	415270	17077
1921	415498	16862
1922	415723	16646
1923	415946	16430
1924	416172	16214
1925	416394	15998
1926	416620	15782
1927	416842	15566
1928	417066	15350
1929	417287	15134
1930	417510	14918
1931	417731	14702
1932	417957	14486
1933	418182	14270
1934	418404	14054
1935	418627	13838
1936	418848	13622
1937	419073	13406
1938	419302	13191
1939	419529	12975
1940	419752	12759
1941	419975	12543
1942	420200	12327
1943	420425	12111
1944	420648	11894
1945	420871	11678
1946	421092	11462
1947	421315	11246
1948	421536	11030
1949	421760	10814
1950	421980	10598
1951	422202	10382
1952	422422	10165
1953	422639	9949
1954	422859	9733
1955	423081	9517
1956	423310	9301
1957	423531	9084
1958	423761	8868
1959	423986	8652
1960	424208	8436
1961	424429	8220
1962	424650	8004
1963	424880	7788
1964	425103	7571
1965	425325	7355
1966	425551	7139
1967	425774	6923
1968	425999	6706
1969	426223	6490
1970	426445	6274
1971	426666	6058
1972	426885	5841
1973	427108	5625
1974	427334	5409
1975	427558	5193
1976	427783	4976
1977	428007	4760
1978	428239	4544
1979	428464	4327
1980	428691	4111
1981	428919	3895
1982	429143	3678
1983	429366	3462
1984	429589	3246
1985	429813	3029
1986	430036	2813
1987	430258	2597
1988	430479	2380
1989	430698	2164
1990	430918	1947
1991	431143	1731
1992	431373	1515
1993	431595	1298
1994	431819	1082
1995	432042	865
1996	432269	649
1997	432491	432
1998	432715	216
1999	432940	0
