iter	CrossEntropy
1512	0.1285436185
1513	0.1285187225
1514	0.1284931125
1515	0.128464223
1516	0.1284443273
1517	0.1284192203
1518	0.1283822939
1519	0.1283544477
1520	0.1283096797
1521	0.128265122
1522	0.1282497917
1523	0.1282287743
1524	0.128187587
1525	0.1281550573
1526	0.1281144541
1527	0.128083108
1528	0.1280562452
1529	0.1280113205
1530	0.1279963919
1531	0.1279735444
1532	0.1279195556
1533	0.1278836659
1534	0.127862416
1535	0.1278392054
1536	0.1278164984
1537	0.1277719844
1538	0.1277120993
1539	0.1276538004
1540	0.1276406656
1541	0.1276179933
1542	0.1275935125
1543	0.1275607353
1544	0.1275322305
1545	0.1275184543
1546	0.1275018639
1547	0.1274765185
1548	0.1274323441
1549	0.1274079108
1550	0.1273715948
1551	0.1273358345
1552	0.1273035266
1553	0.1272643382
1554	0.1272427076
1555	0.1271949736
1556	0.1271703667
1557	0.1271382931
1558	0.1271250733
1559	0.1270923313
1560	0.1270606371
1561	0.1270371286
1562	0.1270082109
1563	0.1269666222
1564	0.1269265725
1565	0.1268701026
1566	0.1268420944
1567	0.1268171259
1568	0.1267855279
1569	0.1267779945
1570	0.1267407607
1571	0.1267132891
1572	0.1266974291
1573	0.1266706803
1574	0.1266256668
1575	0.1265819917
1576	0.126546111
1577	0.1265227524
1578	0.1264987275
1579	0.1264582402
1580	0.1264277539
1581	0.1264029273
1582	0.1263603581
1583	0.1263314757
1584	0.1262911667
1585	0.1262574395
1586	0.1262322226
1587	0.126197004
1588	0.1261584983
1589	0.1261357711
1590	0.1260839929
1591	0.1260387423
1592	0.1259936521
1593	0.1259734969
1594	0.1259240173
1595	0.1258886187
1596	0.1258578325
1597	0.12584112
1598	0.1258284879
1599	0.1257929097
1600	0.125757928
1601	0.1257474682
1602	0.1257318933
1603	0.1256707098
1604	0.1256251854
1605	0.1255847472
1606	0.1255394185
1607	0.1255068355
1608	0.1254805053
1609	0.1254704594
1610	0.1254264692
1611	0.1253870378
1612	0.1253550402
1613	0.125323172
1614	0.1252709486
1615	0.1252543268
1616	0.1252187154
1617	0.1251793419
1618	0.1251563694
1619	0.1251288889
1620	0.1251161011
1621	0.1250904158
1622	0.1250573283
1623	0.1250344272
1624	0.125009406
1625	0.124978923
1626	0.1249554862
1627	0.1249336756
1628	0.1249012402
1629	0.1248737905
1630	0.1248506713
1631	0.1248328848
1632	0.1247965016
1633	0.1247584946
1634	0.1247289669
1635	0.1247102227
1636	0.1246684616
1637	0.1246424978
1638	0.1246155903
1639	0.1245962296
1640	0.124569195
1641	0.1245397336
1642	0.1244993301
1643	0.1244771539
1644	0.1244376404
1645	0.1244266315
1646	0.124393256
1647	0.1243671893
1648	0.1243357072
1649	0.1243203152
1650	0.1242873781
1651	0.1242608926
1652	0.1242384637
1653	0.1242166674
1654	0.1241987962
1655	0.1241839564
1656	0.1241696192
1657	0.1241447632
1658	0.1241201926
1659	0.1240857601
1660	0.1240757785
1661	0.1240425094
1662	0.1240131861
1663	0.1240037477
1664	0.1239843945
1665	0.1239508221
1666	0.1239304216
1667	0.1238907241
1668	0.1238627024
1669	0.1238410309
1670	0.1238251261
1671	0.1237962911
1672	0.1237781586
1673	0.1237380503
1674	0.1237136234
1675	0.1236776996
1676	0.1236525021
1677	0.1236135947
1678	0.1235860518
1679	0.1235765087
1680	0.1235641213
1681	0.1235501874
1682	0.1234988678
1683	0.1234767777
1684	0.1234633285
1685	0.1234454323
1686	0.1234217796
1687	0.1234102226
1688	0.1233897156
1689	0.1233752775
1690	0.1233379862
1691	0.123309175
1692	0.1232984858
1693	0.1232658782
1694	0.1232531794
1695	0.1232332953
1696	0.1232237294
1697	0.1231973046
1698	0.1231349665
1699	0.1231132643
1700	0.1230987347
1701	0.1230871887
1702	0.1230807673
1703	0.1230543467
1704	0.1230307157
1705	0.123020763
1706	0.1229874507
1707	0.1229718167
1708	0.1229566697
1709	0.1229289783
1710	0.1228980183
1711	0.1228608262
1712	0.1228222386
1713	0.1227806991
1714	0.1227448345
1715	0.1227162984
1716	0.1226959929
1717	0.1226733204
1718	0.1226337707
1719	0.1225991312
1720	0.1225807089
1721	0.1225678271
1722	0.1225396363
1723	0.1225127668
1724	0.1224904017
1725	0.1224746615
1726	0.1224463641
1727	0.1224049521
1728	0.1223618474
1729	0.1223276572
1730	0.1222980625
1731	0.1222823552
1732	0.1222582298
1733	0.1222240774
1734	0.1222038171
1735	0.1221920887
1736	0.1221835896
1737	0.1221685589
1738	0.1221529299
1739	0.1221270155
1740	0.1221027528
1741	0.1220642222
1742	0.1220516012
1743	0.1220417967
1744	0.1220093715
1745	0.1219924044
1746	0.121985345
1747	0.1219504452
1748	0.1219136831
1749	0.1218815312
1750	0.1218478567
1751	0.1218389055
1752	0.1218222074
1753	0.1217739671
1754	0.1217414794
1755	0.121725059
1756	0.1217137905
1757	0.1216881843
1758	0.121672433
1759	0.1216270948
1760	0.1215970681
1761	0.1215700222
1762	0.1215520602
1763	0.1215151341
1764	0.1215040258
1765	0.1214743131
1766	0.1214396048
1767	0.1214299513
1768	0.1213928802
1769	0.1213673186
1770	0.1213371444
1771	0.1213281544
1772	0.1213107478
1773	0.1212862497
1774	0.1212702014
1775	0.1212387698
1776	0.1211907464
1777	0.1211661797
1778	0.1211336576
1779	0.1210908671
1780	0.1210581346
1781	0.1210206111
1782	0.1209915719
1783	0.1209818373
1784	0.1209280381
1785	0.1209056683
1786	0.1208873727
1787	0.1208660919
1788	0.1208546256
1789	0.1208115488
1790	0.1207771391
1791	0.1207493407
1792	0.1207259547
1793	0.1206827202
1794	0.1206486642
1795	0.1206357392
1796	0.1206039401
1797	0.1205671907
1798	0.1205527177
1799	0.1205273285
1800	0.1204925549
1801	0.1204790044
1802	0.1204622395
1803	0.1204402622
1804	0.120411977
1805	0.1203756242
1806	0.1203472271
1807	0.1203223507
1808	0.120311954
1809	0.1202868886
1810	0.1202533077
1811	0.1202341561
1812	0.1202173643
1813	0.12017863
1814	0.1201517542
1815	0.1201296903
1816	0.1201037733
1817	0.1200746519
1818	0.1200666892
1819	0.1200521089
1820	0.1200448185
1821	0.1200240461
1822	0.1200148953
1823	0.1199904873
1824	0.119979466
1825	0.1199692211
1826	0.1199328292
1827	0.1199063683
1828	0.1198862872
1829	0.1198590042
1830	0.1198229877
1831	0.1198157619
1832	0.1197834624
1833	0.1197455333
1834	0.1197212484
1835	0.1197089961
1836	0.1196721207
1837	0.1196638184
1838	0.1196586412
1839	0.1196473494
1840	0.119622435
1841	0.1196078401
1842	0.1195528681
1843	0.1195142093
1844	0.1194998197
1845	0.1194933271
1846	0.1194711123
1847	0.1194308609
1848	0.1194054992
1849	0.1193652956
1850	0.119345393
1851	0.1193254018
1852	0.1193135995
1853	0.1192766436
1854	0.1192663637
1855	0.1192417609
1856	0.1192215829
1857	0.1192127519
1858	0.1191920612
1859	0.1191744883
1860	0.1191374944
1861	0.1191207586
1862	0.1190899216
1863	0.1190491149
1864	0.1190220287
1865	0.11898514
1866	0.11897594
1867	0.1189357611
1868	0.1189297905
1869	0.1188982846
1870	0.1188905174
1871	0.1188604021
1872	0.1188382245
1873	0.1188207117
1874	0.1187831198
1875	0.118763005
1876	0.1187445446
1877	0.1187060152
1878	0.1186759252
1879	0.1186598006
1880	0.118630297
1881	0.1185800322
1882	0.1185503115
1883	0.1184978747
1884	0.1184715808
1885	0.1184644159
1886	0.1184371354
1887	0.1184196968
1888	0.1183950398
1889	0.118351587
1890	0.1183361673
1891	0.118328985
1892	0.1183224275
1893	0.1183111164
1894	0.1182884638
1895	0.1182526931
1896	0.1182188257
1897	0.1181947357
1898	0.1181857234
1899	0.1181745849
1900	0.118160035
1901	0.1181251087
1902	0.1181151213
1903	0.1180619854
1904	0.1180498352
1905	0.118032303
1906	0.1180033101
1907	0.1179817977
1908	0.1179560282
1909	0.1179468116
1910	0.1179235146
1911	0.117912953
1912	0.1178919363
1913	0.1178596121
1914	0.1178268066
1915	0.117798737
1916	0.1177885505
1917	0.1177741209
1918	0.1177434973
1919	0.1177085086
1920	0.1176720248
1921	0.1176110143
1922	0.117588876
1923	0.1175679247
1924	0.1175473614
1925	0.1175410716
1926	0.1174941677
1927	0.1174567143
1928	0.1174276812
1929	0.1174208822
1930	0.1174005163
1931	0.1173816006
1932	0.1173631403
1933	0.1173462673
1934	0.1173380595
1935	0.1173219106
1936	0.1173145783
1937	0.1172810638
1938	0.1172632398
1939	0.1172316211
1940	0.1172212913
1941	0.1172110852
1942	0.1171753555
1943	0.1171373626
1944	0.1171133508
1945	0.1170859938
1946	0.1170707545
1947	0.1170589693
1948	0.1170465065
1949	0.1170084063
1950	0.1170020737
1951	0.1169894475
1952	0.1169760721
1953	0.1169661295
1954	0.1169557342
1955	0.1169487308
1956	0.1169089567
1957	0.1168957427
1958	0.1168563571
1959	0.1168271545
1960	0.1168190832
1961	0.1168132876
1962	0.1167952273
1963	0.1167507548
1964	0.1167440589
1965	0.1167211751
1966	0.1166858941
1967	0.1166683868
1968	0.1166380065
1969	0.1166100401
1970	0.1165983237
1971	0.1165675444
1972	0.1165511391
1973	0.1165270022
1974	0.116490051
1975	0.1164706137
1976	0.116437199
1977	0.1164124113
1978	0.116389157
1979	0.1163786228
1980	0.116356721
1981	0.1163449323
1982	0.116329383
1983	0.1163081029
1984	0.1162930871
1985	0.116286361
1986	0.116277616
1987	0.116269391
1988	0.1162467764
1989	0.11622593
1990	0.1162012081
1991	0.1161583855
1992	0.1161278996
1993	0.1161201106
1994	0.1160944479
1995	0.1160829251
1996	0.1160541336
1997	0.1160301005
1998	0.1160071048
1999	0.115996985
